event_id,name,clean_description,location_room,start_date_clean,start_time_clean,end_time_clean,duration,pre_reg_flag,paid_flag,laptop_flag,speakers_cleaned,session_type,keywords,skill_level
3502,Digging into data for stories: A crash course (beginner) *pre-registered attendees only,"**Speakers are IRE/NICAR Staff Kickstart your data skills with IRE's original mini-boot camp. This series of hands-on classes will introduce you to spreadsheets and databases with IRE's proven techniques. IRE's experienced trainers will walk you through sorting, calculating and interviewing data. You'll come away with a solid base for using data analysis in your own newsroom. In addition, we'll provide you with our boot camp materials to help keep you on track long after you leave the conference. Preregistration is required and seating is limited. Laptops will be provided for the training. Workshop prerequisites: There are no prerequisites for this workshop and beginners are welcome. This workshop is good for those wanting to get started analyzing data for stories. Workshop times are Friday, March 9, 2:15pm - 4:30pm; Saturday, March 10, 2:15pm - 5:45pm; Sunday, March 11, 9:00am - 12:30pm. Registration for this session reserves your seat for all days of this workshop and attendees are expected to attend all sessions to complete the workshop. ",Michigan/Michigan St & Purdue/Wisconsin,2018-03-09,14:15:00,16:30:00,2.25,TRUE,TRUE,FALSE,IRE/NICAR Staff,Hands-on,"Data analysis, Excel",Beginner
3505,Upping your Excel game (intermediate) *pre-registered attendees only,"If you've found yourself struggling in a spreadsheet, thinking that whatever you were trying to achieve seemed harder than it should've been, then this is the class for you. We’ll learn about various tools and functions in Excel that come in handy when you need to re-structure or otherwise get your data ready for analysis. We'll cover string functions, logical functions, date functions, reshaping data, merging data using lookup functions and perhaps a few other nifty tricks if time allows. This is an intermediate Excel class intended for those who have mastered the basics, such as sorting, filtering, pivot tables and using functions. It is a fast-paced class intended to introduce you to these tools. You'll walk out with practice data and a 20-page tipsheet that covers in detail everything we do in class, plus other great Excel tips. Preregistration is required and seating is limited. Laptops will be provided for the training. Workshop prerequisites: You should have prior experience using Excel or Google Sheets, and be comfortable with introductory-level spreadsheet skills, such as sorting, filtering, SUM and AVERAGE functions, calculations such as percentage change or percent of total, and how to use Pivot Tables. ",Michigan/Michigan St,2018-03-10,09:00:00,12:30:00,3.5,TRUE,TRUE,FALSE,"MaryJo Webster, Star Tribune",Hands-on,"Data analysis, Excel",Intermediate
3506,Intro to R (intermediate) *pre-registered attendees only,"Ryann Grochowski Jones and Olga Pierce of ProPublica, along with Charles Minshew of IRE/NICAR, will introduce you to R, a free, powerful open-source programming language, that will add statistical heft to your reporting. By the end of this three-hour session, you will be able to take raw data, import it into R, and start your analysis. Topics will include basic data importing, working with directories, reading in data, installing packages, creating simple visualizations, and how to clean, explore and sort your data. We'll also talk about how to find help when you're stuck. Preregistration is required and seating is limited. Laptops will be provided for the training. Workshop prerequisites: This session will be most helpful if you’re comfortable working with data and you’re ready to take your skills to the next level. ",Purdue/Wisconsin,2018-03-10,09:00:00,12:30:00,3.5,TRUE,TRUE,FALSE,"Ryann Grochowski Jones, ProPublica; Charles Minshew, IRE/NICAR; Olga Pierce, ProPublica",Hands-on,"Programming, R",intermediate
3507,Level up your Python game: Refactoring your code (intermediate/advanced) *pre-registered attendees only,"You’ve written a few Python scripts that get the job done, but the initial euphoria has worn off. Your code is hard to read. Bugs are cropping up. And you can’t always explain your process or results to an editor — or yourself. There must be a better way, but the path forward is not clear. If you’ve had that itchy feeling, this three-hour, hands-on workshop is for you. This class will explore Python language features that will help you write readable, reliable and reusable code. Preregistration is required and seating is limited. Attendees must bring a laptop and charger to the training. This class is for intermediate Python programmers. We expect you’re already using Python for work and have a working development environment. We won’t be covering how to set up your machine or get started. If this describes your need, perhaps enroll in PyCAR instead. Workshop prerequisites: Experience with basic Python language features like variables, data types, conditionals and functions are required. ",Grace,2018-03-10,09:00:00,12:30:00,3.5,TRUE,TRUE,TRUE,"Jeremy Bowers, The New York Times; Serdar Tumgoren, The Associated Press",Hands-on,"Programming, Python",Advanced
3508,First graphics app (intermediate) *pre-registered attendees only,"This six-hour mini-boot camp will walk you through the process of building a standalone story from a dataset. You will get hands-on experience in every stage of the development process, writing JavaScript, HTML and CSS using the cutting-edge tools favored by graphics departments at America's largest news organizations. You won't stop until you've deployed a working application onto the World Wide Web. Your teachers will be Ben Welsh, data editor at The Los Angeles Times; Armand Emamdjomeh, graphics reporter at The Washington Post; and Dana Amihere, interactive editor at The Dallas Morning News. Preregistration is required and seating is limited. Laptops will be provided for the training. Workshop prerequisites: If you have a good attitude and know how to take a few code crashes in stride, you are qualified for this class. ",Indiana/Iowa,2018-03-10,09:00:00,17:45:00,8.75,TRUE,TRUE,FALSE,"Dana Amihere, The Dallas Morning News; Armand Emamdjomeh, The Washington Post; Ben Welsh, Los Angeles Times",Hands-on,"Programming, HTML, CSS, JavaScript",Intermediate
3509,Techraking 21: Bootstrapping the news (Sponsored by Reveal from The Center for Investigative Reporting),"Register for this event here. Give us four hours and your laptop, and we’ll send you into NICAR with a fully-functioning data-crunching machine and the knowledge to use it. One of the biggest hurdles to learning programming is the often bewildering process of setting up your computer. Veteran programmers and data crunchers from Reveal from The Center for Investigative Reporting will give you a virtual playground on your personal laptop that will allow you to explore all the tools you'll gather throughout the conference. In this four-hour workshop, we’ll introduce crucial programming concepts and tools and -- most importantly -- why we use them. You’ll walk into conference sessions with a laptop loaded with many of the tools presenters will be talking about, and a leg up as you continue developing your skills once you're back home. Target audience: People with no or minimal exposure to programming who need a jumping off point to get their feet wet so they are prepared for programming classes at the conference. Requirements to attend: Laptop with administrative privileges Minimum technical specifications: Windows: Version 7 or higher; Mac: OS 10.9 (Mavericks) or higher. 4 GB of RAM, 15 GB of free hard-drive space. English layout keyboard strongly preferred. (Other layouts may work, but we've had trouble with certain characters in the past and our ability to provide tech support will be limited.) Participants will walk away with a fully functioning dev machine (on their personal laptop) that includes: VirtualBox, Ubuntu/Xbuntu, Bower, csvkit, Django, Fabric, Git, Grunt, Ilene, Jupyter, MySQL, Node.js, NPM, PostgreSQL, PostGIS, PANDAS, pyenv, Python, QuantumGIS, R, RBENV, Rails, Ruby, SQLite, Tabula, virtualenv/virtualenvwrapper. *Basic Schedule* *1-5 p.m.* I. Programming: Why should you care? II. What we're about to install III. Installing VirtualBox and Ubuntu IV. Brief overview of stuff you got with your install V. Using your new powers A. Navigating the command line B. Updating/installing software with apt C. Working with open-source software D. Basic version control (git) E. How to get help Register for this event here. ",Denver/Houston/Kansas City,2018-03-07,13:00:00,17:00:00,4,TRUE,TRUE,TRUE,NA,Special,NA,NA
3521,Getting started: Introduction to CAR and the conference,"Are you new to data journalism or does this happen to be your first time at a CAR conference? Is it time to up your game but you're not sure how to take the next step? If so, this session will help you get on track to make sure that you get the best experience possible from the 2018 CAR Conference. We'll highlight sessions and give you tips for success during and after the conference. ",Grand Ballroom I,2018-03-08,09:00:00,10:00:00,1,FALSE,FALSE,FALSE,"Kimbriell Kelly, The Washington Post; Charles Minshew, IRE/NICAR (moderator)",Panel,Welcome,Beginner
3522,What the hell is D3? And other questions you're afraid to ask,"Ever wondered what people are talking about at this conference? What exactly is D3 and why would you want to use it? What is the difference between Ruby, Python and Javascript? And why is there a J in front of Query? Welcome to our no-judgment, starting-at-step-zero session even NICAR veterans can use. We'll review tech concepts and jargon you'll likely hear at NICAR this year and explain what they mean, why they're useful and point you to the sessions that can teach you the terms you now understand. ",Grand Ballroom II,2018-03-08,09:00:00,10:00:00,1,FALSE,FALSE,FALSE,"Liz Lucas, Kaiser Health News; Jill Riepenhoff, Raycom Media",Panel,Welcome,Intermediate
3523,Hacking your first NICAR,"Welcome to the CAR Conference! This short introductory session is designed for anyone new to NICAR, or anyone wanting to learn a few tricks about making the most of these four days -- without getting overwhelmed. IRE's executive director and senior training director will give their tips about how to keep up with the latest conference news, find time to network with fellow journalists and collect resources that you'll use long after the conference ends. ",Grand Ballroom II,2018-03-08,08:30:00,08:50:00,0.33,FALSE,FALSE,FALSE,"Doug Haddix & Denise Malan, IRE/NICAR",Special,Welcome,General interest
3524,Super session: How emerging technologies can aid your storytelling,"These days, staying up to date on new tools and separating reality from science fiction can feel like a full-time job… on top of everything else we have to do. In a series of lightning talk-style presentations, we will walk through what emerging tools we’re using and excited about, why it’s worth making the case for experimentation, even in a small newsroom, and how to incorporate new tools into your workflow, your newsroom and your user experience. ",Grand Ballroom III,2018-03-09,14:15:00,16:15:00,2,FALSE,FALSE,FALSE,"Padraic Cassidy, Reuters; Marc Lavallee, The New York Times (moderator); Simon Rogers, Google News Lab; Sanette Tanaka Sloan, Vox Media; Emily Withrow, Quartz ",Panel,Programming,Advanced
3525,Year in CAR,What were the big stories of the year? What were the most creative uses of data analysis? See what your colleagues have been up to and pick up some story ideas at the same time. ,Grand Ballroom I,2018-03-08,10:15:00,11:15:00,1,FALSE,FALSE,FALSE,"Marianne Bouchart, Data Journalism Awards; Sarah Hutchins, IRE & NICAR; Brett Murphy, USA TODAY Network",Panel,Story ideas,General interest
3526,Securing data and communications (Security Track),"Are your sources’ identities at risk? Are you handling sensitive information? Do you need to protect your data from digital espionage? Do you need to encrypt your communication with editors and sources? Are you under technical attack? This session will introduce you to a digital security toolbox that can help you store, send and receive sensitive information. This session was planned in collaboration with the Freedom of the Press Foundation. ",Grand Ballroom I,2018-03-09,09:00:00,10:00:00,1,FALSE,FALSE,FALSE,"Camille Fassett, Freedom of the Press Foundation;  Martin Shelton, independent researcher; Jorge Luis Sierra, Border Center for Journalists and Bloggers
",Panel,Security,Beginner
3527,Risky research: Investigating on the deep web (Security Track),"Doing research for in-depth investigations can be dicey, digitally-speaking. Learn how to compartmentalize your internet-based research while keeping your identity private, your computer clean and your data safe. This session was planned in collaboration with the Freedom of the Press Foundation. ",Grand Ballroom I,2018-03-09,10:15:00,11:15:00,1,FALSE,FALSE,FALSE,"Kevin Collier, BuzzFeed News; Neena Kapur, The New York Times; Margot Williams, The Intercept 
",Panel,Security,General interest
3528,Conversation: Security guidelines for your newsroom (Security Track),"How do the top newsrooms tackle digital security? What are the best practices for protecting news teams, even those with shoestring budgets? And once you have a plan, how do you train journalists to stick to it? ",Halsted,2018-03-10,09:00:00,10:00:00,1,FALSE,FALSE,FALSE,"Kevin Collier, BuzzFeed News; Rachel Jackson, Transparentem",Commons,Security,Intermediate
3529,Infosec reporting (Security Track),"As “The Cyber” becomes a larger part of everyday existence, certain reporters have begun to cover the world of hackers, vulnerabilities and information security as their regular beat. How do the best reporters cover the topic with enough digital savvy to get the facts straight, while writing with enough clarity and even intrigue to hold the audience? This session was planned in collaboration with the Freedom of the Press Foundation. ",Addison,2018-03-10,14:15:00,15:15:00,24,FALSE,FALSE,FALSE,"Kevin Collier, BuzzFeed News; Kate Conger, Gizmodo; J.M. Porup, CSO; Martin Shelton, Independent researcher ",Panel,Security,Intermediate
3530,Beyond Signal: The latest secure messaging apps (Security Track),"To help ensure the safety of your sources and to empower you to get strong tips, in this session we examine a variety of secure channels that news organizations can offer on confidential tip pages, as well as the relative tradeoffs of these tools. This session was planned in collaboration with the Freedom of the Press Foundation. ",Clark,2018-03-08,10:15:00,11:15:00,1,FALSE,FALSE,FALSE,"Martin Shelton, Independent researcher",Demo,Security,General interest
3531,Cryptoparty (Security Track),"Several conference sessions cover tools and applications to improve security for you and your sources. Now that you've heard about them, you're probably itching to try them out. We'll be available to help anybody with a laptop or a smartphone to install more secure software and learn how to use it right. We will rely on volunteers to help out, so what you're able to install and how long it takes will depend on demand. Remember also that you must have administrative privileges on your machine. If you're blocked from these privileges, we won't be able to override that. This session was planned in collaboration with the Freedom of the Press Foundation. ",Clark,2018-03-11,09:00:00,10:00:00,1,FALSE,FALSE,FALSE,"Camille Fassett, Freedom of the Press Foundation; Jeff Larson, ProPublica; Freddy Martinez, Freedom of the Press Foundation; Martin Shelton, Independent researcher; Mike Tigas, ProPublica",Demo,Security,Intermediate
3532,How and why to make your data analysis reproducible,"You understand how you processed your data. Does your editor? Your reader? You, in six months? Without a replicable approach to extracting, transforming and loading data, we are often frustrated in our efforts to share or update our work. Join us for a panel discussion of reproducible data workflows. We’ll talk about why we use standardized processes for collecting, cleaning and analyzing data, and share practices that work for us. We’ll also discuss strategies for smart human intervention (i.e. reporting, logging and documentation) in automated workflows. ",Addison,2018-03-08,09:00:00,10:00:00,1,FALSE,FALSE,FALSE,"Hannah Cushman, DataMade; Ryann Grochowski Jones, ProPublica (moderator); Hannah Recht, Bloomberg News, Jeremy Singer-Vine, BuzzFeed News ",Panel,Work better,General interest
3533,Collaboration with scientists and academics as a reporting tool,"Scientists, academics and investigative journalists have a lot in common. Both develop deep knowledge of their subjects over long-spanning careers and care about accuracy, fairness and making an impact through groundbreaking discoveries. This panel will discuss what academics researchers and journalists can learn from each other, how they can effectively work together by harnessing complementary skills and successfully collaborate to push the boundaries of research and reporting while maintaining the highest standards. ",Addison,2018-03-10,11:30:00,12:30:00,1,FALSE,FALSE,FALSE,"Sharad Goel, Stanford University; Sinduja Rangarajan, Reveal from The Center for Investigative Reporting (moderator); Sam Roe, Chicago Tribune",Panel,Work better,General interest
3534,The only one in the newsroom,"When you have a certain skill - like using Excel - you’ll tend to seek out the kinds of stories where you can exercise that skill. But if you’re the only person in the newsroom with that skill, you’re the ONLY PERSON doing those stories. We’ll share our experiences as a lone person helping to grow the skills of their fellow reporters and editors through techniques such as code-clinic hours, co-programming, cheat sheets, tutorials and other (*shudder*) documentation. These practices are useful for staffs large and small, for organizations that want to increase their staffs' data skills or for a lone web developer who just wants to take a week off. ",Addison,2018-03-08,11:30:00,12:30:00,1,FALSE,FALSE,FALSE,"Tim Broderick, The Daily Herald (moderator); Alexandra Kanik, Louisville Public Media; Lisa Pickoff-White, KQED Public Radio",Panel,Work better,Intermediate
3535,Early career straight-talk: A Q&A on all things jobs and internships,"Get honest advice and input from journalists who once had the same questions you have now. We’re planning small, mentor-led group discussions on international work, graduate school and fellowships, networking and more. This session is geared toward early-career journalists and students, though anyone of any career level is welcome. ",Addison,2018-03-08,16:45:00,17:45:00,1,FALSE,FALSE,FALSE,"Madi Alexander, Bloomberg Government (moderator); Aditi Bhandari, WAMU 88.5 News",Panel,Career,General interest
3536,How to avoid rookie mistakes,"A group of seasoned data journalists share their past data analysis mistakes — whether it occurred while requesting data, cleaning data, analyzing it or even bulletproofing it — and offer up tips for avoiding these and all kinds of other potential pitfalls. ",Grand Ballroom I,2018-03-11,11:30:00,12:30:00,1,FALSE,FALSE,FALSE,"Kristin Hussey, independent journalist; Alex Richards, NerdWallet (moderator), Mike Stucka, The Palm Beach Post",Panel,Bulletproofing,Beginner
3537,Turning your documents into data,"So, you have a stack of paper records or a website filled with useful information that's not in an easy-to-use table. Now what? Learn about tools, tactics and workflows to transform those documents into data for a story. ",Grand Ballroom II,2018-03-10,16:45:00,17:45:00,1,FALSE,FALSE,FALSE,"Steven Rich, The Washington Post (moderator); Janet Roberts, Reuters; Mike Tigas, ProPublica ",Panel,Documents,Intermediate
3538,Beyond the “nerd box:” How to explain methodology better,"You’ve done all the data crunching and reporting, now it’s time to sit down and explain how you did it. Feeling overwhelmed by too many information and worried nobody would read it? We’ve all been there. Some of us call it the “nerd box”, but we certainly hope the methodology section could reach beyond nerds. In this panel, a few experienced data journalists will talk about their approach to explaining the methodology and how we can improve to make it better. Topics we’ll touch on include: How to assure the visibility of important caveats and avoid confusion? How to set realistic expectation on readers’ data literacy? How to accommodate readers with different levels of interest? Is there any other way to describe methodology other than lengthy text? How to include the methodology for non-digital mediums like broadcast, radio, print or even social media? Join us for a rewarding discussion. ",Grand Ballroom I,2018-03-10,15:30:00,16:30:00,1,FALSE,FALSE,FALSE,"Evie Liu, Dow Jones (moderator); Jeff South, Virginia Commonwealth University; Stephen Stirling, NJ Advance Media ",Panel,Work better,Advanced
3539,Building happy cross-functional teams,"As more newsrooms adopt a product mindset, the culture clash between traditional editorial workflows and Agile development processes often comes to a head. Learn how tech-forward newsrooms are building cross-functional teams and the lessons they've learned along the way. ",Grand Ballroom I,2018-03-08,14:15:00,15:15:00,1,FALSE,FALSE,FALSE,"Becca Aaronson, The Texas Tribune (moderator); Joe Germuska, Northwestern University Knight Lab; Emily Ingram, Chartbeat ",Panel,Work better,General interest
3540,Building and telling a bulletproof data story,"Whether you’re the lone data-cruncher in your organization or the manager of a big-time newsroom, we’re going to share techniques everyone can use to ensure they’ve got bulletproof data. We will first go over questions everyone should ask to avoid dangerous mistakes and assumptions, and then give tips on how to incorporate that data into a compelling story. ",Grand Ballroom II,2018-03-09,09:00:00,10:00:00,1,FALSE,FALSE,FALSE,"Sandhya Kambhampati, ProPublica Illinois; James Neff, The Philadelphia Inquirer; Tisha Thompson, ESPN (moderator) ",Panel,Bulletproofing,General interest
3541,All charts lie. Some lie more than others,"Most journalists and the public believe that charts, graphs, maps and infographics are “intuitive,” “easy to understand” and perfect for a time when “nobody reads anymore.” They also buy into clichés such as “a picture is worth a thousand words.” This talk will dispel all these myths and, in the process, provide some guidance on how to design better visualizations that tell a more accurate story. ",Grand Ballroom II,2018-03-08,16:45:00,17:45:00,1,FALSE,FALSE,FALSE,"Alberto Cairo, University of Miami ",Panel,Data viz & design,General interest
3542,Demystifying data science,"Sometimes, you'll hear data journalism described as magic, when in reality, it can be hard work. RStudio's Hadley Wickham talks about overcoming some of the challenges in working with data, how simple it can be to start working with data in your stories and how you can be a better data journalist and data scientist. ",Grand Ballroom III,2018-03-09,11:30:00,12:30:00,1,FALSE,FALSE,FALSE,"Hadley Wickham, RStudio",Panel,Programming,General interest
3543,Career roundtable,Looking for advice on how to take the next step in your career? Get practical tips from panelists who will talk about their own experiences and discuss what employers are looking for. ,Grand Ballroom III,2018-03-10,11:30:00,12:30:00,1,FALSE,FALSE,FALSE,"Susan Batt, WTHR Indianapolis; Ellen Gabler, The New York Times; Matt Goldberg, NBC (moderator); Corey Johnson, Tampa Bay Times; Francisco Vara-Orta, Education Week ",Panel,Career,General interest
3544,Automated content synthesis using neural networks,"Neural network technology is rapidly advancing to be able to synthesize new content, whether that be videos, images, audio or texts, that is at times almost indistinguishable from human-authored content. This session will provide a state-of-the-art overview of capabilities in this space, as well as discussion and debate about potential application in journalism and challenges that synthesized content poses for tasks like reporting and fact-checking. Attendees of the session will come away with a better understanding of where the technology is headed and how it could affect journalism in the near future. ",Grand Ballroom III,2018-03-08,11:30:00,12:30:00,1,FALSE,FALSE,FALSE,"Nicholas Diakopoulos, Northwestern University (moderator); Emily Withrow, Quartz; Ben Y. Zhao, The University of Chicago ",Panel,Machine learning,Advanced
3545,How to find reporting leads and publishable facts in text data you already have,"Let's discuss some published projects that have extracted useful, newsy information from big piles of text data — so you can use similar techniques. We'll walk you through real-world examples of every step of the process: gathering text data, dividing it into chunks the computer can understand, analyzing it with fancy or simple techniques and the challenges you'll face in analyzing, bulletproofing and presenting what you find. This session isn't quite a hands-on, but the panelists will discuss the tools, practical techniques and tricks they used to transform giant piles of text into publishable insights and reporting leads. These techniques are often called ""natural language processing,"" but we're going to keep it practical: no obscure mathematical formulas, guaranteed! ",Grand Ballroom III,2018-03-09,09:00:00,10:00:00,1,FALSE,FALSE,FALSE,"Jeff Ernsthausen, The Atlanta Journal-Constitution; Jeremy Merrill, ProPublica (moderator); Youyou Zhou, Quartz",Panel,Machine learning,Advanced
